frame.number,frame.time_epoch,frame.len,frame.protocols,eth.src,eth.dst,ip.src,ip.dst,ip.ttl,ip.proto,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,tcp.flags.push,tcp.flags.urg,tcp.window_size,tcp.hdr_len,tcp.len,tcp.urgent_pointer,tcp.analysis.retransmission,tcp.analysis.bytes_in_flight,tcp.analysis.initial_rtt,tcp.checksum.status,tcp.options.mss_val,tcp.options.timestamp.tsval,tcp.options.timestamp.tsecr,tcp.payload
"3846","1746969385.628363000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35142","1","551","False","True","False","False","False","False","65408","32","0","0",,,"0.000031000","2",,"2226384630","2226384630",
"3847","1746969385.628386000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35158","8888","546","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000011000","2",,"2226384630","2226369628","582d613a20313831350d0a"
"3848","1746969385.628393000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35158","1","557","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2226384630","2226384630",
"3849","1746969385.628403000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35160","8888","542","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000044000","2",,"2226384630","2226369628","582d613a203130370d0a"
"3850","1746969385.628420000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35160","1","552","False","True","False","False","False","False","65408","32","0","0",,,"0.000044000","2",,"2226384630","2226384630",
"3851","1746969385.628438000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35164","8888","544","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000034000","2",,"2226384630","2226369628","582d613a20333335320d0a"
"3852","1746969385.628457000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35164","1","555","False","True","False","False","False","False","65408","32","0","0",,,"0.000034000","2",,"2226384630","2226384630",
"3853","1746969385.628475000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35172","8888","546","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000014000","2",,"2226384630","2226369628","582d613a203534350d0a"
"3854","1746969385.628492000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35172","1","556","False","True","False","False","False","False","65408","32","0","0",,,"0.000014000","2",,"2226384630","2226384630",
"3855","1746969400.629848000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53140","8888","555","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000035000","2",,"2226399631","2226384628","582d613a20343331360d0a"
"3856","1746969400.629890000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53140","1","566","False","True","False","False","False","False","65408","32","0","0",,,"0.000035000","2",,"2226399631","2226399631",
"3857","1746969400.629922000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53150","8888","559","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000016000","2",,"2226399631","2226384628","582d613a20343538310d0a"
"3858","1746969400.629937000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53150","1","570","False","True","False","False","False","False","65408","32","0","0",,,"0.000016000","2",,"2226399631","2226399631",
"3859","1746969400.629950000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53164","8888","558","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000011000","2",,"2226399631","2226384628","582d613a20313338330d0a"
"3860","1746969400.629958000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53164","1","569","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2226399631","2226399631",
"3861","1746969400.629972000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53174","8888","548","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000009000","2",,"2226399631","2226384628","582d613a20343537330d0a"
"3862","1746969400.629997000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53174","1","559","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2226399631","2226399631",
"3863","1746969400.630027000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53190","8888","561","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000034000","2",,"2226399631","2226384628","582d613a20343036310d0a"
"3864","1746969400.630040000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53190","1","572","False","True","False","False","False","False","65408","32","0","0",,,"0.000034000","2",,"2226399631","2226399631",
"3865","1746969400.630056000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53192","8888","557","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000012000","2",,"2226399631","2226384628","582d613a20313035380d0a"
"3866","1746969400.630078000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53192","1","568","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2226399631","2226399631",
"3867","1746969400.630099000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53208","8888","553","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000011000","2",,"2226399631","2226384629","582d613a203336370d0a"
"3868","1746969400.630144000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53208","1","563","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2226399631","2226399631",
"3869","1746969400.630207000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53218","8888","554","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000012000","2",,"2226399632","2226384629","582d613a20333435300d0a"
"3870","1746969400.630228000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53218","1","565","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2226399632","2226399632",
"3871","1746969400.630241000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53226","8888","552","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000009000","2",,"2226399632","2226384629","582d613a20313639330d0a"
"3872","1746969400.630284000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53226","1","563","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2226399632","2226399632",
"3873","1746969400.630305000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53236","8888","559","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000016000","2",,"2226399632","2226384629","582d613a20323231310d0a"
"3874","1746969400.630326000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53236","1","570","False","True","False","False","False","False","65408","32","0","0",,,"0.000016000","2",,"2226399632","2226399632",
"3875","1746969400.630368000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53248","8888","557","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000009000","2",,"2226399632","2226384629","582d613a203530390d0a"
"3876","1746969400.630385000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53248","1","567","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2226399632","2226399632",
"3877","1746969400.630400000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53250","8888","558","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000052000","2",,"2226399632","2226384629","582d613a20333736340d0a"
"3878","1746969400.630437000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53250","1","569","False","True","False","False","False","False","65408","32","0","0",,,"0.000052000","2",,"2226399632","2226399632",
"3879","1746969400.630450000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53258","8888","559","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000015000","2",,"2226399632","2226384629","582d613a20333037340d0a"
"3880","1746969400.630463000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53258","1","570","False","True","False","False","False","False","65408","32","0","0",,,"0.000015000","2",,"2226399632","2226399632",
"3881","1746969400.630476000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53274","8888","554","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000014000","2",,"2226399632","2226384629","582d613a20323536370d0a"
"3882","1746969400.630489000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53274","1","565","False","True","False","False","False","False","65408","32","0","0",,,"0.000014000","2",,"2226399632","2226399632",
"3883","1746969400.630500000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53286","8888","550","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000013000","2",,"2226399632","2226384629","582d613a20313036330d0a"
"3884","1746969400.630514000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53286","1","561","False","True","False","False","False","False","65408","32","0","0",,,"0.000013000","2",,"2226399632","2226399632",
"3885","1746969400.630525000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53288","8888","550","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000037000","2",,"2226399632","2226384629","582d613a20323437320d0a"
"3886","1746969400.630539000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53288","1","561","False","True","False","False","False","False","65408","32","0","0",,,"0.000037000","2",,"2226399632","2226399632",
"3887","1746969400.630551000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53304","8888","554","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000010000","2",,"2226399632","2226384629","582d613a203633340d0a"
"3888","1746969400.630563000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53304","1","564","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226399632","2226399632",
"3889","1746969400.630576000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53312","8888","557","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000008000","2",,"2226399632","2226384629","582d613a20313730390d0a"
"3890","1746969400.630588000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53312","1","568","False","True","False","False","False","False","65408","32","0","0",,,"0.000008000","2",,"2226399632","2226399632",
"3891","1746969400.630600000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53324","8888","554","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000008000","2",,"2226399632","2226384629","582d613a203333310d0a"
"3892","1746969400.630613000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53324","1","564","False","True","False","False","False","False","65408","32","0","0",,,"0.000008000","2",,"2226399632","2226399632",
"3893","1746969400.630625000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53326","8888","554","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000008000","2",,"2226399632","2226384629","582d613a20323633370d0a"
"3894","1746969400.630639000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53326","1","565","False","True","False","False","False","False","65408","32","0","0",,,"0.000008000","2",,"2226399632","2226399632",
"3895","1746969400.630655000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53332","8888","555","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000041000","2",,"2226399632","2226384629","582d613a203731370d0a"
"3896","1746969400.630674000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53332","1","565","False","True","False","False","False","False","65408","32","0","0",,,"0.000041000","2",,"2226399632","2226399632",
"3897","1746969400.630692000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53348","8888","556","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000015000","2",,"2226399632","2226384629","582d613a20333538390d0a"
"3898","1746969400.630711000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53348","1","567","False","True","False","False","False","False","65408","32","0","0",,,"0.000015000","2",,"2226399632","2226399632",
"3899","1746969400.630729000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53358","8888","554","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000012000","2",,"2226399632","2226384629","582d613a20333631310d0a"
"3900","1746969400.630747000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53358","1","565","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2226399632","2226399632",
"3901","1746969400.630762000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53374","8888","554","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000015000","2",,"2226399632","2226384629","582d613a20343138320d0a"
"3902","1746969400.630776000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53374","1","565","False","True","False","False","False","False","65408","32","0","0",,,"0.000015000","2",,"2226399632","2226399632",
"3903","1746969400.630789000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53380","8888","555","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000011000","2",,"2226399632","2226384629","582d613a20343630310d0a"
"3904","1746969400.630801000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53380","1","566","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2226399632","2226399632",
"3905","1746969400.630813000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53396","8888","558","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000010000","2",,"2226399632","2226384629","582d613a20333234340d0a"
"3906","1746969400.630830000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53396","1","569","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226399632","2226399632",
"3907","1746969400.630843000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53402","8888","555","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000009000","2",,"2226399632","2226384629","582d613a203136330d0a"
"3908","1746969400.630860000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53402","1","565","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2226399632","2226399632",
"3909","1746969400.630873000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53412","8888","557","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000010000","2",,"2226399632","2226384629","582d613a20333030340d0a"
"3910","1746969400.630890000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53412","1","568","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226399632","2226399632",
"3911","1746969400.630910000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53416","8888","555","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000041000","2",,"2226399632","2226384629","582d613a20313033360d0a"
"3912","1746969400.630919000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53416","1","566","False","True","False","False","False","False","65408","32","0","0",,,"0.000041000","2",,"2226399632","2226399632",
"3913","1746969400.630931000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53422","8888","557","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000045000","2",,"2226399632","2226384629","582d613a203434350d0a"
"3914","1746969400.630938000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53422","1","567","False","True","False","False","False","False","65408","32","0","0",,,"0.000045000","2",,"2226399632","2226399632",
"3915","1746969400.630949000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53436","8888","555","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000014000","2",,"2226399632","2226384629","582d613a20313733370d0a"
"3916","1746969400.630970000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53436","1","566","False","True","False","False","False","False","65408","32","0","0",,,"0.000014000","2",,"2226399632","2226399632",
"3917","1746969400.630989000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53442","8888","556","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000016000","2",,"2226399632","2226384629","582d613a20323837390d0a"
"3918","1746969400.631008000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53442","1","567","False","True","False","False","False","False","65408","32","0","0",,,"0.000016000","2",,"2226399632","2226399632",
"3919","1746969400.631059000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53446","8888","557","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000015000","2",,"2226399632","2226384629","582d613a20313739310d0a"
"3920","1746969400.631075000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53446","1","568","False","True","False","False","False","False","65408","32","0","0",,,"0.000015000","2",,"2226399632","2226399632",
"3921","1746969400.631091000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53450","8888","551","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000016000","2",,"2226399632","2226384629","582d613a20313338300d0a"
"3922","1746969400.631110000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53450","1","562","False","True","False","False","False","False","65408","32","0","0",,,"0.000016000","2",,"2226399632","2226399632",
"3923","1746969400.631128000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53454","8888","557","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000010000","2",,"2226399633","2226384629","582d613a20323638300d0a"
"3924","1746969400.631155000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53454","1","568","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226399633","2226399633",
"3925","1746969400.631175000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53458","8888","558","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000114000","2",,"2226399633","2226384629","582d613a20333435330d0a"
"3926","1746969400.631184000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53458","1","569","False","True","False","False","False","False","65408","32","0","0",,,"0.000114000","2",,"2226399633","2226399633",
"3927","1746969400.631198000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35062","8888","552","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000010000","2",,"2226399633","2226384629","582d613a20343534350d0a"
"3928","1746969400.631219000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35062","1","563","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226399633","2226399633",
"3929","1746969400.631239000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35064","8888","553","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000013000","2",,"2226399633","2226384629","582d613a20343937310d0a"
"3930","1746969400.631260000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35064","1","564","False","True","False","False","False","False","65408","32","0","0",,,"0.000013000","2",,"2226399633","2226399633",
"3931","1746969400.631283000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35066","8888","552","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000010000","2",,"2226399633","2226384630","582d613a20333430330d0a"
"3932","1746969400.631303000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35066","1","563","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226399633","2226399633",
"3933","1746969400.631319000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35082","8888","557","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000010000","2",,"2226399633","2226384630","582d613a20323534390d0a"
"3934","1746969400.631338000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35082","1","568","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226399633","2226399633",
"3935","1746969400.631356000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35098","8888","559","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000012000","2",,"2226399633","2226384630","582d613a20333733330d0a"
"3936","1746969400.631377000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35098","1","570","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2226399633","2226399633",
"3937","1746969400.631399000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35100","8888","553","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000012000","2",,"2226399633","2226384630","582d613a20333833350d0a"
"3938","1746969400.631419000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35100","1","564","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2226399633","2226399633",
"3939","1746969400.631438000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35106","8888","551","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000010000","2",,"2226399633","2226384630","582d613a203332350d0a"
"3940","1746969400.631447000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35106","1","561","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226399633","2226399633",
"3941","1746969400.631459000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35112","8888","561","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000011000","2",,"2226399633","2226384630","582d613a203531350d0a"
"3942","1746969400.631466000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35112","1","571","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2226399633","2226399633",
"3943","1746969400.631477000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35126","8888","557","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000009000","2",,"2226399633","2226384630","582d613a20323635360d0a"
"3944","1746969400.631492000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35126","1","568","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2226399633","2226399633",
"3945","1746969400.631507000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35142","8888","551","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000031000","2",,"2226399633","2226384630","582d613a20313035370d0a"
"3946","1746969400.631527000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35142","1","562","False","True","False","False","False","False","65408","32","0","0",,,"0.000031000","2",,"2226399633","2226399633",
