frame.number,frame.time_epoch,frame.len,frame.protocols,eth.src,eth.dst,ip.src,ip.dst,ip.ttl,ip.proto,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,tcp.flags.push,tcp.flags.urg,tcp.window_size,tcp.hdr_len,tcp.len,tcp.urgent_pointer,tcp.analysis.retransmission,tcp.analysis.bytes_in_flight,tcp.analysis.initial_rtt,tcp.checksum.status,tcp.options.mss_val,tcp.options.timestamp.tsval,tcp.options.timestamp.tsecr,tcp.payload
"1837","1746969085.575139000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35100","8888","330","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000012000","2",,"2226084577","2226069573","582d613a20333936360d0a"
"1838","1746969085.575159000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35100","1","341","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2226084577","2226084577",
"1839","1746969085.575172000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35106","8888","330","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000010000","2",,"2226084577","2226069573","582d613a20333334330d0a"
"1840","1746969085.575175000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35106","1","341","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226084577","2226084577",
"1841","1746969085.575181000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35112","8888","332","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000011000","2",,"2226084577","2226069573","582d613a20313031390d0a"
"1842","1746969085.575195000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35112","1","343","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2226084577","2226084577",
"1843","1746969085.575207000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35126","8888","331","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000009000","2",,"2226084577","2226069573","582d613a203133310d0a"
"1844","1746969085.575221000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35126","1","341","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2226084577","2226084577",
"1845","1746969085.575232000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35142","8888","329","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000031000","2",,"2226084577","2226069573","582d613a20343338320d0a"
"1846","1746969085.575237000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35142","1","340","False","True","False","False","False","False","65408","32","0","0",,,"0.000031000","2",,"2226084577","2226084577",
"1847","1746969085.575244000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35158","8888","332","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000011000","2",,"2226084577","2226069573","582d613a20333631330d0a"
"1848","1746969085.575256000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35158","1","343","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2226084577","2226084577",
"1849","1746969085.575268000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35160","8888","327","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000044000","2",,"2226084577","2226069573","582d613a20333932380d0a"
"1850","1746969085.575273000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35160","1","338","False","True","False","False","False","False","65408","32","0","0",,,"0.000044000","2",,"2226084577","2226084577",
"1851","1746969085.575279000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35164","8888","329","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000034000","2",,"2226084577","2226069574","582d613a20343834320d0a"
"1852","1746969085.575283000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35164","1","340","False","True","False","False","False","False","65408","32","0","0",,,"0.000034000","2",,"2226084577","2226084577",
"1853","1746969085.575290000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35172","8888","328","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000014000","2",,"2226084577","2226069574","582d613a20323833380d0a"
